to_timestamp           | gpst |       time | latitude | longitude | altitude | heading |  pitch |   roll |   mrms |   brms | flag
2014-12-24 18:57:49-05 |    4 | 1419465469 | -77.9919 |   25.5847 |  35631.8 | 21.4694 |  -1.08 |   0.61 | 0.0016 | 0.0126 |    0
2014-12-24 18:57:23-05 |    4 | 1419465443 | -77.9926 |   25.5919 |  35634.3 | 23.8367 |  -0.83 |   0.21 | 0.0021 |  0.017 |    0
2014-12-24 18:57:22-05 |    4 | 1419465442 | -77.9927 |   25.5921 |  35634.3 | 23.9282 |  -0.84 |   0.13 |  0.002 | 0.0161 |    0
2014-12-24 18:57:21-05 |    4 | 1419465441 | -77.9927 |   25.5924 |  35634.4 | 23.9896 |  -0.85 |   0.15 | 0.0021 | 0.0168 |    0
2014-12-24 18:57:20-05 |    4 | 1419465440 | -77.9927 |   25.5927 |  35634.4 | 24.0844 |  -0.82 |   0.14 |  0.002 | 0.0168 |    0
2014-12-24 18:57:19-05 |    4 | 1419465439 | -77.9927 |    25.593 |  35634.4 | 24.1566 |  -0.84 |   0.17 | 0.0021 | 0.0173 |    0
2014-12-24 18:57:18-05 |    4 | 1419465438 | -77.9928 |   25.5932 |  35634.5 |  24.244 |  -0.83 |   0.19 | 0.0022 | 0.0186 |    0
2014-12-24 18:57:17-05 |    4 | 1419465437 | -77.9928 |   25.5935 |  35634.5 | 24.3273 |  -0.88 |   0.17 | 0.0021 | 0.0182 |    0
2014-12-24 18:57:16-05 |    4 | 1419465436 | -77.9928 |   25.5938 |  35634.5 | 24.4269 |  -0.84 |    0.2 | 0.0022 | 0.0169 |    0
2014-12-24 18:57:15-05 |    4 | 1419465435 | -77.9929 |   25.5941 |  35634.5 |  24.514 |  -0.82 |   0.16 | 0.0022 | 0.0174 |    0
2014-12-24 18:57:14-05 |    4 | 1419465434 | -77.9929 |   25.5943 |  35634.6 |  24.623 |  -0.79 |   0.08 | 0.0022 | 0.0177 |    0
2014-12-24 18:56:52-05 |    4 | 1419465412 | -77.9935 |   25.6004 |  35634.2 | 27.4823 |  -0.88 |   0.25 | 0.0021 | 0.0165 |    0
2014-12-24 18:56:51-05 |    4 | 1419465411 | -77.9936 |   25.6007 |  35634.2 | 27.6406 |  -0.92 |   0.22 | 0.0021 | 0.0184 |    0
2014-12-24 18:56:50-05 |    4 | 1419465410 | -77.9936 |    25.601 |  35634.1 | 27.8167 |  -0.85 |   0.24 |  0.002 | 0.0171 |    0
2014-12-24 18:56:49-05 |    4 | 1419465409 | -77.9936 |   25.6012 |  35634.1 | 27.9919 |  -0.82 |   0.19 | 0.0019 | 0.0161 |    0
2014-12-24 18:56:48-05 |    4 | 1419465408 | -77.9936 |   25.6015 |    35634 | 28.1567 |  -0.75 |   0.24 | 0.0019 | 0.0184 |    0
2014-12-24 18:56:47-05 |    4 | 1419465407 | -77.9937 |   25.6018 |    35634 | 28.3303 |  -0.73 |   0.21 | 0.0019 | 0.0187 |    0
2014-12-24 18:56:46-05 |    4 | 1419465406 | -77.9937 |   25.6021 |  35633.9 | 28.5008 |  -0.73 |   0.23 | 0.0019 | 0.0179 |    0
2014-12-24 18:56:45-05 |    4 | 1419465405 | -77.9937 |   25.6023 |  35633.9 | 28.6701 |  -0.67 |   0.27 | 0.0018 | 0.0173 |    0
2014-12-24 18:56:44-05 |    4 | 1419465404 | -77.9938 |   25.6026 |  35633.8 | 28.8595 |  -0.61 |   0.26 | 0.0018 | 0.0187 |    0
2014-12-24 18:56:43-05 |    4 | 1419465403 | -77.9938 |   25.6029 |  35633.7 | 29.0541 |  -0.48 |   0.24 | 0.0017 | 0.0173 |    0
2014-12-24 18:56:21-05 |    4 | 1419465381 | -77.9944 |   25.6089 |  35632.2 | 33.1651 |  -0.73 |   1.02 | 0.0016 | 0.0192 |    0
2014-12-24 18:56:20-05 |    4 | 1419465380 | -77.9945 |   25.6091 |  35632.2 | 33.3636 |  -0.74 |   0.94 | 0.0016 | 0.0186 |    0
2014-12-24 18:56:19-05 |    4 | 1419465379 | -77.9945 |   25.6094 |  35632.1 | 33.5412 |  -0.76 |    0.9 | 0.0016 | 0.0178 |    0
2014-12-24 18:56:18-05 |    4 | 1419465378 | -77.9945 |   25.6097 |    35632 | 33.7198 |  -0.72 |   0.88 | 0.0016 | 0.0175 |    0
2014-12-24 18:56:17-05 |    4 | 1419465377 | -77.9946 |     25.61 |    35632 | 33.9009 |  -0.73 |   0.83 | 0.0016 | 0.0175 |    0
2014-12-24 18:56:16-05 |    4 | 1419465376 | -77.9946 |   25.6102 |  35631.9 | 34.0885 |  -0.78 |   0.71 | 0.0016 | 0.0153 |    0
2014-12-24 18:56:15-05 |    4 | 1419465375 | -77.9946 |   25.6105 |  35631.8 | 34.2637 |  -0.72 |   0.69 | 0.0015 | 0.0169 |    0
2014-12-24 18:56:14-05 |    4 | 1419465374 | -77.9947 |   25.6108 |  35631.8 | 34.4173 |  -0.71 |   0.74 | 0.0014 | 0.0097 |    0
2014-12-24 18:56:13-05 |    4 | 1419465373 | -77.9947 |    25.611 |  35631.7 | 34.6013 |  -0.71 |   0.57 | 0.0015 | 0.0161 |    0
2014-12-24 18:56:12-05 |    4 | 1419465372 | -77.9947 |   25.6113 |  35631.6 | 34.7835 |   -0.7 |   0.51 | 0.0014 | 0.0143 |    0
2014-12-24 18:55:37-05 |    4 | 1419465337 | -77.9958 |   25.6206 |  35629.9 | 38.2922 |   -0.4 |   0.18 | 0.0015 | 0.0176 |    0
2014-12-24 18:55:36-05 |    4 | 1419465336 | -77.9958 |   25.6209 |  35629.9 | 38.3412 |  -0.36 |   0.18 | 0.0015 | 0.0172 |    0
2014-12-24 18:55:35-05 |    4 | 1419465335 | -77.9958 |   25.6212 |  35629.8 | 38.4008 |  -0.36 |   0.16 | 0.0015 | 0.0172 |    0
2014-12-24 18:55:34-05 |    4 | 1419465334 | -77.9959 |   25.6214 |  35629.8 | 38.4456 |  -0.33 |   0.17 | 0.0016 | 0.0175 |    0
2014-12-24 18:55:33-05 |    4 | 1419465333 | -77.9959 |   25.6217 |  35629.8 | 38.5007 |  -0.32 |   0.14 | 0.0016 | 0.0172 |    0
(305 rows)

